Year,Title,Author,Keywords,JEL_Category,Citations,Abstract
2022,"Are There Too Many Farms in the World? Labor Market Transaction Costs, Machine Capacities, and Optimal Farm Size","Foster, AD; Rosenzweig, MR",PRODUCTIVITY; EFFICIENCY; IMPACT,Economics; Business & Economics,133,"We show that labor market transaction costs explain why the smallest farms are more efficient than slightly larger farms in most low-income countries and that increases in machine capacity with operational scale result in the globally observed rising upper tail of productivity. We find evidence consistent with these mechanisms using Indian data, and we show that if all Indian farms were at the minimum scale required to maximize the return on land, the number of farms would be reduced by 82% and income per farm worker would rise by 68%."
2022,Welfare Reform and the Intergenerational Transmission of Dependence,"Hartley, RP; Lamarche, C; Ziliak, JP",LIFE-CYCLE; INCOME MOBILITY; RESPONSE ERROR; PARTICIPATION; AFDC; MISCLASSIFICATION; INCENTIVES; MIGRATION; PROGRAMS; OUTCOMES,Economics; Business & Economics,21,"We investigate the effect of welfare reform on intergenerational welfare participation, using mother-daughter pairs in the Panel Study of Income Dynamics. We find that a mother's Aid to Families with Dependent Children/Temporary Assistance for Needy Families (AFDC/TANF) participation increased her daughter's odds of adult participation in that program by roughly 25 percentage points or more, but that welfare reform attenuated this transmission by at least 50%. However, there is no diminution of transmission after welfare reform when we consider the wider safety net or other outcomes. Daughters who grew up with mothers on AFDC/TANF were no better off after reform, with substitution toward other welfare programs over generations."
2022,Does Race Matter for Police Use of Force? Evidence from 911 Calls,"Hoekstra, M; Sloan, C",RACIAL BIAS; VEHICLE SEARCHES; GENDER; DISCRIMINATION; DISPARITIES; IMPACT; RATES,Economics; Business & Economics,89,"This paper examines race and police use of force using data on 1.6 million 911 calls in two cities, neither of which allows for discretion in officer dispatch. Results indicate White officers increase force much more than minority officers when dispatched to more minority neighborhoods. Estimates indicate Black (Hispanic) civilians are 55 (75) percent more likely to experience any force, and five times as likely to experience a police shooting, compared to if White officers scaled up force similarly to minority officers. Additionally, 14 percent of White officers use excess force in Black neighborhoods relative to our statistical benchmark."
2022,Targeting High Ability Entrepreneurs Using Community Information: Mechanism Design in the Field,"Hussam, R; Rigol, N; Roth, BN",RETURNS,Economics; Business & Economics,31,"Identifying high-growth microentrepreneurs in low-income countries remains a challenge due to a scarcity of verifiable information. With a cash grant experiment in India we demonstrate that community knowledge can help target high-growth microentrepreneurs; while the average marginal return to capital in our sample is 9.4 percent per month, microentrepreneurs reported in the top third of the community are estimated to have marginal returns to capital between 24 percent and 30 percent per month. Further we find evidence that community members distort their predictions when they can influence the distribution of resources. Finally, we demonstrate that simple mechanisms can realign incentives for truthful reporting."
2022,Ordinary Least Squares Estimation of the Intrahousehold Distribution of Expenditure,"Lechene, V; Pendakur, K; Wolf, A",HOUSEHOLD EQUIVALENCE SCALES; WOMENS EMPOWERMENT; CONSUMPTION; IDENTIFICATION; CHILDREN; POVERTY,Economics; Business & Economics,24,"We provide a method to estimate resource shares-the fraction of total household expenditure allocated to each household member-using linear (e.g., ordinary least squares) estimation of Engel curves. The method is a linear reframing of the 2013 nonlinear model of Dunbar, Lewbel, and Pendakur, extended to allow single-parent and other complex households, scale economies in assignable goods, and complementarities between nonassignable goods and supplemented with a linear identification test. We apply the model to data from 12 countries and investigate resource shares, gender gaps, and poverty at the individual level. We reject equal sharing and find large gender gaps in resource shares, and consequently in poverty rates, in some countries."
2022,Misspecified Politics and the Recurrence of Populismt,"Levy, G; Razin, R; Young, A",MODELS; PUNITIVENESS,Economics; Business & Economics,40,"We develop a dynamic model of political competition between two groups that differ in their subjective model of the data generating process for a common outcome. One group has a simpler model than the other group as they ignore some relevant policy variables. We show that policy cycles must arise and that simple world views-which can be interpreted as populist world views-imply extreme policy choices. Periods in which those with a more complex model govern increase the specification error of the simpler world view, leading the latter to overestimate the positive impact of a few extreme actions. D72, D83,"
2022,"Monopoly Pricing, Optimal Randomization, and Resale","Loertscher, S; Muir, EV",OPTIMAL AUCTION; ECONOMICS; MECHANISM; MARKETS,Economics; Business & Economics,12,"We provide a parsimonious and unified explanation for randomized selling mechanisms widely used in practice yet commonly perceived as puzzling. Optimality of randomization in the form of conflation and rationing implies that revenue under market-clearing pricing is nonconcave. Randomization is implementable via opaque pricing and underpricing. Relative to market-clearing pricing, randomization increases the equilibrium quantity and quality of goods sold and, consequently, may increase consumer surplus. For fixed quantities, resale increases consumer surplus. However, resale can decrease the equilibrium quantity and quality of goods sold. Thus, resale prohibition, which always benefits the seller, may also increase consumer surplus."
2022,Designing Deadlines,"Madsen, E",,Economics; Business & Economics,7,"I study how an organization should manage a project of uncertain scope, when it is advised by a privately informed expert who prefers to prolong his employment. The optimal long-term contract combines a deadline for project completion and incentive payments which decline as the deadline approaches. When the firm can additionally learn about the project's state from output, the optimal deadline exhibits variable sensitivity to output, with a hard deadline at the outset of the project and increasingly soft deadlines as the project's performance declines."
2022,Multivariate Rational Inattention,"Miao, JJ; Wu, JR; Young, ER",Rational inattention; endogenous information choice; tracking problem; optimal control; entropy; semidefinite program; ATTENTION; DYNAMICS; CONSUMPTION,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",15,"We study optimal control problems in the multivariate linear-quadratic-Gaussian framework under rational inattention. We propose a three-step procedure to solve this problem using semidefinite programming and derive the optimal signal structure without strong prior restrictions. We analyze both the transition dynamics of the optimal posterior covariance matrix and its steady state. We characterize the optimal information structure for some special cases and develop numerical algorithms for general cases. Applying our methods to solve three multivariate economic models, we obtain some results qualitatively different from the literature."
2022,Global Banks and Systemic Debt Crises,"Morelli, JM; Ottonello, P; Perez, DJ",Financial intermediaries; international lending; external debt crises; sovereign default; sudden stops; heterogeneous-agent models; BUSINESS CYCLES; FINANCIAL CRISES; MONETARY-POLICY; DEFAULT RISK; SOVEREIGN; TRANSMISSION; CONTAGION; MARKETS; INCOME; MODEL,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",29,"We study the role of global financial intermediaries in international lending. We construct a model of the world economy, in which heterogeneous borrowers issue risky securities purchased by financial intermediaries. Aggregate shocks transmit internationally through financial intermediaries' net worth. The strength of this transmission is governed by the degree of frictions intermediaries face in financing their risky investments. We provide direct empirical evidence on this mechanism showing that around Lehman Brothers' bankruptcy, emerging-market bonds held by more distressed global banks experienced larger price contractions. A quantitative analysis of the model shows that global financial intermediaries play a relevant role in driving borrowing-cost and consumption fluctuations in emerging-market economies, during both debt crises and regular business cycles. The portfolio of financial intermediaries and the distribution of bond holdings in the world economy are key to determine aggregate dynamics."
2022,Optimal Discounting,"Noor, J; Takeoka, N",Time preference; magnitude effect; multiple selves; cognitive optimization; INTERTEMPORAL CHOICE; TIME PREFERENCE; RISK; MODEL; IMPATIENCE,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",5,The agent is modeled as a current self that optimally incurs a cognitive cost of empathizing with future selves. The model unifies well-known experimental and empirical findings in intertemporal choice and enriches the multiple selves model with a notion of self-control. The defining feature of the model is magnitude-decreasing impatience: greater patience toward larger rewards. Two behavioral definitions of magnitude-decreasing impatience are provided and the model is characterized under each of them.
2022,Range-Dependent Attribute Weighting in Consumer Choice: An Experimental Test,"Somerville, J",Choice-set dependence; focusing; relative thinking; range weighting; MODEL; PREFERENCE; SALIENCE; PRICES,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",10,"This paper investigates whether the range of an attribute's outcomes in the choice set alters its relative importance. I derive distinguishing predictions of two prominent theories of range-dependent attribute weighting: the focusing model of Koszegi and Szeidl (2013) and the relative thinking model of Bushong, Rabin, and Schwartzstein (2021). I test these predictions in a laboratory experiment in which I vary the prices of high- and low-quality variants of multiple products. The data provide clear evidence of choice-set dependence consistent with relative thinking: price increases that expand the range of prices in the choice set lead to more purchases. Structural estimates imply economically meaningful effect sizes: the average participant was willing to pay around 17% more when a seemingly irrelevant option is added to their choice set."
2022,Employer Incentives and Distortions in Health Insurance Design: Implications for Welfare and Costs,"Tilipman, N",PROVIDER NETWORKS; MEDICAL-CARE; ADVERSE SELECTION; MORAL HAZARD; CHOICE; ECONOMICS; MARKETS; PREMIUM; DEMAND; IMPACT,Economics; Business & Economics,5,"This paper studies employer incentives in designing health insurance provider networks and whether observed offerings reflect preferences that are aligned with employees. I estimate a model of supply and demand where I endogenize employer health plan offerings with respect to hospital and physician networks. I find that employers ""overprovide"" broad networks by overweighting the preferences of certain employees, specifically older workers and those in regions with less provider competition, over the preferences of the average employee household. Shifting employers toward offering different provider networks in different geographic markets could yield substantial gains to surplus, with minimal distributional or selection effects."
2022,The Welfare Effects of Dynamic Pricing: Evidence From Airline Markets,"Williams, KR",Dynamic pricing; revenue management; stochastic demand; intertemporal price discrimination; airlines; ADVANCE-PURCHASE DISCOUNTS; REVENUE MANAGEMENT; DISCRIMINATION; DEMAND; MONOPOLY; MODEL; INVENTORIES; SALES,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability; Business & Economics; Mathematics; Mathematical Methods In Social Sciences",38,"Airfares fluctuate due to demand shocks and intertemporal variation in willingness to pay. I estimate a model of dynamic airline pricing accounting for both sources of price adjustments using flight-level data. I use the model estimates to evaluate the welfare effects of dynamic airline pricing. Relative to uniform pricing, dynamic pricing benefits early-arriving, leisure consumers at the expense of late-arriving, business travelers. Although dynamic pricing ensures seat availability for business travelers, these consumers are then charged higher prices. When aggregated over markets, welfare is higher under dynamic pricing than under uniform pricing. The direction of the welfare effect at the market level depends on whether dynamic price adjustments are mainly driven by demand shocks or by changes in the overall demand elasticity."
2022,"Product Life Cycle, Learning, and Nominal Shocks","Argente, D; Yeh, C",Menu cost; Firm learning; Fixed costs; Nominal shocks; D4; E3; E5; MENU COSTS; MONETARY NONNEUTRALITY; INFLATION DYNAMICS; BUSINESS-CYCLE; PRICE; DEMAND; MODELS; APPROXIMATIONS; UNCERTAINTY; PROPAGATION,Economics; Business & Economics,7,"This article documents a new set of stylized facts on how pricing moments depend on product age and emphasizes how this heterogeneity is crucial for the amplification of nominal shocks to the real economy. Exploiting information from a unique panel containing billions of transactions in the US consumer goods sector, we show that our empirical findings are consistent with a narrative in which firms face demand uncertainty and learn through prices. Such a mechanism of active learning from prices can strongly influence an economy's aggregate price level and can thus be important for assessing the degree of monetary non-neutrality. To quantify this, we build a general equilibrium menu cost model with active learning and exogenous entry that features heterogeneity in pricing moments over the life cycle of products. Under this setup, firms engage in active learning to deal with uncertainty on their demand curves. Firms choose prices not only to maximize static profits but also to create signals to obtain valuable information on their demand. In the calibrated version of our model, the cumulative real effects of a nominal shock are approximately three times as large compared to a standard price-setting model. The main intuition behind this result is that active learning weakens the selection effect. Price changes are mainly determined by forces of active learning and, hence, become more orthogonal to aggregate shocks, which reduces the aggregate price flexibility of the economy."
2022,The Quality and Efficiency of Public and Private Firms: Evidence from Ambulance Services*,"Knutsson, D; Tyrefors, B",NOT-FOR-PROFIT; TRANSIENT ISCHEMIC ATTACK; JUVENILE CORRECTIONAL FACILITIES; CARE; MORTALITY; ASSOCIATION; PROVISION; STROKE; HOSPITALIZATION; PRIVATIZATION,Economics; Business & Economics,17,"Economic theory predicts that outsourcing public services to private firms reduces costs, but the effect on quality is ambiguous. We explore quality differences between publicly and privately owned ambulances in Stockholm County, Sweden, a setting where patients are as good as randomly assigned to ambulances with different ownership status. We find that private ambulances reduce costs and perform better on contracted measures such as response time, but perform worse on noncontracted measures such as mortality. In fact, a patient has a 1.4% higher risk of death within three years if a private ambulance is dispatched (in aggregate, 420 more deaths each year). We also present evidence of the mechanism at work, suggesting that private firms cut costs at the expense of ambulance staff quality."
2022,A Theory of Participation in OTC and Centralized Markets,"Dugast, J; Üslü, S; Weill, PO",OTC markets; Heterogeneity; Intermediation; Composition externalities; Government intervention; G11; G12; G21; SEARCH MODEL; LIQUIDITY; AUCTIONS; ENTRY,Economics; Business & Economics,10,"Should regulators encourage the migration of trade from over-the-counter (OTC) to centralized markets? To address this question, we study a model in which banks make costly decisions to participate in an OTC market, a centralized market, or both markets at the same time. Banks differ in their ability to take large positions, what we call their trading capacity. In equilibrium, intermediate-capacity banks find it optimal to participate in the centralized market. In contrast, low- and high-capacity banks find it optimal to participate in the OTC market, due to an endogenous complementarity. Namely, low-capacity banks receive worse terms of trade than in the centralized market but better risk sharing, thanks to the intermediation services offered by high-capacity banks. High-capacity banks receive worse risk sharing than in the centralized market, but profit from the provision of intermediation services to low-capacity banks. While the social optimum has qualitatively similar participation patterns, it prescribes that more customers migrate to the centralized market, and that more dealers enter the OTC market."
2022,Measuring Unfair Inequality: Reconciling Equality of Opportunity and Freedom from Poverty,"Hufe, P; Kanbur, R; Peichl, A",Inequality; Equality of opportunity; Poverty; Fairness; Measurement; D31; D63; I32; INTERGENERATIONAL INCOME MOBILITY; UNITED-STATES; RECENT TRENDS; FAIRNESS; LUCK; RESPONSIBILITY; TAXATION; EGALITARIANISM; PREFERENCES; PRINCIPLES,Economics; Business & Economics,31,"Empirical evidence on distributional preferences shows that people do not judge inequality as problematic per se but that they take into account the fairness or unfairness of the outcome. This article conceptualizes a view of unfair inequality and introduces a new measure of inequality based on two widely held fairness principles: equality of opportunity and freedom from poverty. It develops a method for decomposing inequality and its trends into an unfair and a fair component. We provide two empirical applications of our measure. First, we analyse the development of inequality in the US from 1969 to 2014 from a fairness perspective. Second, we conduct a corresponding international comparison between the US and 31 European countries in 2010. Our results document that unfair inequality matches the well-documented inequality growth in the US since 1980. This trend is driven by decreases in social mobility, i.e., increasing importance of parental education and occupation for the income of their children. Among the 32 countries of our international comparison, the land of opportunity ranks among the most unfair societies in 2010."
2022,The Unavoidability of Low Inflation-Low Output Traps,"Kocherlakota, NR",Inflation; Output; Multiple equilibria; Firm exit; entry; E31; E32; E52; STICKY PRICES; MONETARY; IDENTIFICATION; DETERMINACY; GUIDANCE,Economics; Business & Economics,2,"Since the collapse of the Bretton Woods monetary system, the monies of the developed world have been unbacked by any formal promise of convertibility. Yet, inflation has typically undershot, not overshot, central bank targets over the past couple decades. The low, while generally positive, inflation rate has (more arguably) been associated with low output and low growth. In this article, I consider these observations through the lens of a class of representative agent rational expectations models with nominal (price-setting) frictions and the possibility of firm entry/exit. I show that for any level of nominal frictions (no matter how small) and for any monetary policy rule that satisfies a set of weak restrictions, there is a large set of equilibria that exhibit permanently low inflation, low output, and low nominal interest rates. These equilibria can only exhibit positive long-run inflation if growth is low and the specification of nominal frictions (i.e. the Phillips curve) takes an unconventional but nonetheless empirically plausible form."
2022,Yogurts Choose Consumers? Estimation of Random-Utility Models via Two-Sided Matching,"Bonnet, O; Galichon, A; Hsieh, YW; O'Hara, K; Shum, M",Random utility models; Demand inversion; Two-sided matching; Discrete-choice demand models; Partial identification; Pure characteristics model; C51; C60; DISCRETE-CHOICE MODELS; FIXED-POINT ALGORITHM; PRODUCT DIFFERENTIATION; DEMAND; MARKET; WELFARE; FIRMS; PRICE,Economics; Business & Economics,1,"The problem of demand inversion-a crucial step in the estimation of random utility discrete-choice models-is equivalent to the determination of stable outcomes in two-sided matching models. This equivalence applies to random utility models that are not necessarily additive, smooth, nor even invertible. Based on this equivalence, algorithms for the determination of stable matchings provide effective computational methods for estimating these models. For non-invertible models, the identified set of utility vectors is a lattice, and the matching algorithms recover sharp upper and lower bounds on the utilities. Our matching approach facilitates estimation of models that were previously difficult to estimate, such as the pure characteristics model. An empirical application to voting data from the 1999 European Parliament elections illustrates the good performance of our matching-based demand inversion algorithms in practice."
2022,The Impact of Car Pollution on Infant and Child Health: Evidence from Emissions Cheating,"Alexander, D; Schwandt, H",Car pollution; Emissions-cheating; Fine particulate matter; Infant mortality; Low birth weight; Asthma; Infant; Child health; AIR-POLLUTION; PRODUCTIVITY EVIDENCE; PARTICULATE MATTER; OZONE EXPOSURE; TERM EXPOSURE; MORTALITY; QUALITY; CONSEQUENCES; ASSOCIATION; VEHICLES,Economics; Business & Economics,40,"In 2008, Volkswagen introduced a new generation of ""Clean Diesel"" cars and heavily marketed them to environmentally conscious US consumers. Unknown to the public, these cars were anything but clean, emitting pollutants up to 150 times the level of comparable gas-fuelled cars. We study the rollout of these emissions-cheating diesel cars across the United States from 2008 to 2015 as a natural experiment to examine the impact of moderate levels of car pollution on infant and child health in the general population. Using the universe of vehicle registrations, we find that an additional cheating diesel car per 1,000 cars increases PM2.5, PM10, and ozone by 2, 2.2, and 1.3%, respectively, while the low birth weight rate and infant mortality rate increase by 1.9 and 1.7%, respectively. Similar impacts are found for acute asthma attacks in children. These health impacts occur at all pollution levels and across the socioeconomic spectrum."
2022,Firm Organization with Multiple Establishments*,"Gumpert, A; Steimer, H; Antoni, M",FLATTENING FIRM; KNOWLEDGE; COMMUNICATION; HIERARCHIES; NETWORKS; IMPACT; TRADE,Economics; Business & Economics,23,"We show theoretically and empirically that the managerial organization of multiestablishment firms is interdependent across establishments. To derive our result, we study the effect of geographic frictions on firm organization. In our model, we assume that a CEO's time is a resource in limited supply, shared across headquarters and establishments. Geographic frictions increase the costs of accessing the CEO. Hiring middle managers at one establishment substitutes for CEO time, which is reallocated across all establishments. Consequently, geographic frictions between the headquarters and one establishment affect the organization of all establishments of a firm. Our model is consistent with novel facts about multiestablishment firm organization that we document using administrative data from Germany. We exploit the opening of high-speed railway routes to show that not only the establishments directly affected by faster travel times but also the other establishments of the firm adjust their organization. Our findings imply that local conditions propagate across space through firm organization. JEL Codes: D21, D22, D24."
2022,OLD BOYS' CLUBS AND UPWARD MOBILITY AMONG THE EDUCATIONAL ELITE,"Michelman, V; Price, J; Zimmerman, SD",RANDOM ASSIGNMENT; INTERGENERATIONAL MOBILITY; UNITED-STATES; PEER; PERSISTENCE; DIVERSITY; NETWORKS; COLLEGE; IMPACT; OPPORTUNITY,Economics; Business & Economics,45,"This article studies how exclusive social groups shape upward mobility and whether interactions between low- and high-status peers can integrate the top rungs of the economic and social ladders. Our setting is Harvard University in the 1920s and 1930s, where new groups of students arriving on campus encountered a social system centered on exclusive old boys' clubs. Combining archival and census records, we first show that students from prestigious private feeder schools are overrepresented in old boys' clubs, while academic high achievers and ethnic minorities are almost completely absent. Club members earn 32% more than other students and are more likely to work in finance and join country clubs, both characteristic of the era's elite. We use random variation in room assignment to show that exposure to high-status peers expands gaps in college club membership, adult social club membership, and finance careers by high school type, with large positive effects for private school students and zero or negative effects for others. To conclude, we turn to more recent cohorts. We show that the link between exclusive college clubs and finance careers persists across the twentieth century even as Harvard diversifies, and that elite university students from the highest-income families continue to outearn their peers."
2022,Financial Regulation in a Quantitative Model of the Modern Banking System,"Begenau, J; Landvoigt, T",Banking; Capital requirements; Deposit demand; Shadow banks; MACROECONOMIC MODEL; SHADOW BANKING; GLOBAL IMBALANCES; BEHAVIOR; CREATION; DEMAND; CHOICE; CRISIS; RUNS,Economics; Business & Economics,80,"How does the shadow banking system respond to changes in capital regulation of commercial banks? We propose a quantitative general equilibrium model with regulated and unregulated banks to study the unintended consequences of regulation. Tighter capital requirements for regulated banks cause higher convenience yield on debt of all banks, leading to higher shadow bank leverage and a larger shadow banking sector. At the same time, tighter regulation eliminates the subsidies to commercial banks from deposit insurance, reducing the competitive pressures on shadow banks to take risks. The net effect is a safer financial system with more shadow banking. Calibrating the model to data on financial institutions in the US, the optimal capital requirement is around 16%."
2022,Caught between Cultures: Unintended Consequences of Improving Opportunity for Immigrant Girls,"Dahl, GB; Felfe, C; Frijters, P; Rainer, H",Immigrant assimilation; Cultural identity; Intergenerational conflict; J15; J16; ECONOMICS; NATURALIZATION; CITIZENSHIP; INTEGRATION; FRANCE; TRANSMISSION; SATISFACTION; HAPPINESS; MARRIAGE; OUTCOMES,Economics; Business & Economics,16,"What happens when immigrant girls are given increased opportunities to integrate into the workplace and society, but their parents value more traditional cultural outcomes? We answer this question in the context of a reform which granted automatic birthright citizenship to eligible immigrant children born in Germany after 1 January 2000. Using survey data, we collected from students in 57 schools and comparing those born in the months before vs. after the reform, we find the introduction of birthright citizenship lowers measures of life satisfaction and self-esteem for immigrant girls by 0.32 and 0.25 standard deviations, respectively. This is especially true for Muslims, where parents are likely to prefer more traditional cultural outcomes than their daughters. Moreover, we find that Muslim girls granted birthright citizenship are less integrated into German society: they are both more socially isolated and less likely to self-identify as German. Exploring mechanisms for these unintended drops in well-being and assimilation, we find that immigrant Muslim parents invest less in their daughters' schooling and that these daughters receive worse grades in school if they are born after the reform. Parents are also less likely to speak German with these daughters. Consistent with a rise in intra-family conflict, birthright citizenship results in disillusionment where immigrant Muslim girls believe their chances of achieving their educational goals are lower and the perceived odds of having to forgo a career for a family rise. In contrast, immigrant boys experience, if anything, an improvement in well-being, integration, and schooling outcomes. Taken together, the findings point towards immigrant girls being pushed by parents to conform to a role within traditional culture, whereas boys are allowed to take advantage of the opportunities that come with citizenship. To explain these findings, we construct a simple game-theoretic model which builds on Akerlof and Kranton (2000), where identity-concerned parents constrain their daughter's choices, and hence lower their daughter's well-being, when faced with the threat of integration. Alternative models can explain some of the findings in isolation."
2022,Optimal Auctions: Non-expected Utility and Constant Risk Aversion,"Gershkov, A; Moldovanu, B; Strack, P; Zhang, MX",Optimal auctions; Constant risk aversion; Yaari utility; D44; D8; SEALED BID AUCTIONS; EXPECTED-UTILITY; DYNAMIC CONSISTENCY; MECHANISM DESIGN; EQUITY PREMIUM; DUAL THEORY; DISAPPOINTMENT; CHOICE; PROBABILITY; PREFERENCES,Economics; Business & Economics,8,"We study auction design for bidders equipped with non-expected utility preferences that exhibit constant risk aversion (CRA). The CRA class is large and includes loss-averse, disappointment-averse, mean-dispersion, and Yaari's dual preferences as well as coherent and convex risk measures. Any preference in this class displays first-order risk aversion, contrasting the standard expected utility case which displays second-order risk aversion. The optimal mechanism offers "" full-insurance"" in the sense that each agent's utility is independent of other agents' reports. The seller excludes less types than under risk neutrality and awards the object randomly to intermediate types. Subjecting intermediate types to a risky allocation while compensating them when losing allows the seller to collect larger payments from higher types. Relatively high types are willing to pay more, and their allocation is efficient."
2022,"Political Turnover, Bureaucratic Turnover, and the Quality of Public Services","Akhtari, M; Moreira, D; Trucco, L",REGRESSION DISCONTINUITY DESIGN; INCENTIVES; PERFORMANCE; PATRONAGE; TEACHERS; POVERTY; GROWTH; REFORM; IMPACT; MATTER,Economics; Business & Economics,89,"We study how political turnover in mayoral elections in Brazil affects public service provision by local governments. Exploiting a regression discontinuity design for close elections, we find that municipalities with a new party in office experience upheavals in the municipal bureaucracy: new personnel are appointed across multiple service sectors, and at both managerial and non-managerial levels. In education, the increase in the replacement rate of personnel in schools controlled by the municipal government is accompanied by test scores that are 0.05-0.08 standard deviations lower. In contrast, turnover of the mayor's party does not impact local (non-municipal) schools. These findings suggest that political turnover can adversely affect the quality of public services when the bureaucracy is not shielded from the political process."
2022,Elite Capture of Foreign Aid: Evidence from Offshore Bank Accounts,"Andersen, JJ; Johannesen, N; Rijkers, B",TAX EVASION; ECONOMIC POSSIBILITIES; HIDDEN WEALTH; POVERTY; END; INSTITUTIONS; COUNTRIES; NATIONS,Economics; Business & Economics,57,"Do elites capture foreign aid? This paper documents that aid disbursements to highly aid-dependent countries coincide with sharp increases in bank deposits in offshore financial centers known for bank secrecy and private wealth management but not in other financial centers. The estimates are not confounded by contemporaneous shocks-such as civil conflicts, natural disasters, and financial crises-and are robust to instrumenting using predetermined aid commitments. The implied leakage rate is around 7.5% at the sample mean and tends to increase with the ratio of aid to GDP. The findings are consistent with aid capture in the most aid-dependent countries."
2022,Consumer Information and the Limits to Competition,"Armstrong, M; Zhou, JD",SIMPLE ECONOMICS; SEARCH; DESIGN; PROBABILITY; DISCLOSURE; CHOICE,Economics; Business & Economics,29,"This paper studies competition between firms when consumers observe a private signal of their preferences over products. Within the class of signal structures that induce pure-strategy pricing equilibria, we derive signal structures that are optimal for firms and those that are optimal for consumers. The firm-optimal policy amplifies underlying product differentiation, thereby relaxing competition, while ensuring consumers purchase their preferred product, thereby maximizing total welfare. The consumer-optimal policy dampens differentiation, which intensifies competition, but induces some consumers to buy their less preferred product. Our analysis sheds light on the limits to competition when the information possessed by consumers can be designed flexibly."
2022,Taxes and Turnout: When the Decisive Voter Stays at Horne,"Bierbrauer, F; Tsyvinski, A; Werquin, N",WELFARE; REDISTRIBUTION; ELECTIONS; TAXATION; MODEL; SIZE,Economics; Business & Economics,5,"We develop a model of political competition with endogenous turnout and endogenous platforms. Parties trade off incentivizing their supporters to vote and discouraging the supporters of the competing party from voting. We show that the latter objective is particularly pronounced for a party with an edge in the political race. Thus, an increase in political support for a party may lead to the adoption of policies favoring its opponents so as to asymmetrically demobilize them. We study the implications for the political economy of redistributive taxation. Equilibrium tax policy is typically aligned with the interest of voters who are demobilized. (JEL D63, D72, H23, H24)"
2022,The Effects of Banking Competition on Growth and Financial Stability: Evidence from the National Banking Era,"Carlson, M; Correia, S; Luck, S",REGRESSION DISCONTINUITY DESIGNS; UNITED-STATES; MARKET POWER; INDUSTRY STRUCTURE; RISK-TAKING; NEW-ENGLAND; CREDIT; ENTRY; INFORMATION; DEREGULATION,Economics; Business & Economics,53,"How does banking competition affect credit provision and growth? How does it affect financial stability? In order to identify the causal effects of banking competition, we exploit a discontinuity in bank capital requirements during the nineteenth-century National Banking Era. We show that banks operating in markets with lower entry barriers extend more credit. The resulting credit expansion, in turn, is associated with additional real economic activity. However, banks in markets with lower entry barriers also take more risk and are more likely to default. Thus, we provide causal evidence that banking competition can cause both growth and financial instability."
2022,Imperfect Markets versus Imperfect Regulation in US Electricity Generation,"Cicala, S",POWER; COSTS; INEFFICIENCIES; EFFICIENCY,Economics; Business & Economics,73,"This paper evaluates changes in electricity generation costs caused by the introduction of market mechanisms to determine production in the United States. I use the staggered transition to markets from 1999 to 2012 to estimate the causal impact of liberalization using a differences-in-difference design on a comprehensive hourly panel of electricity demand, generators' costs, capacities, and output. I find that markets reduce production costs by 5 percent by reallocating production: gains from trade across service areas increase by 55 percent based on a 25 percent increase in traded electricity, and costs from using uneconomical units fall 16 percent."
2022,A Satellite Account for Health in the United Statest,"Cutler, DM; Ghosh, K; Messer, KL; Raghunathan, T; Rosen, AB; Stewart, ST",COLORECTAL-CANCER; US; GROWTH; MORTALITY; DISEASE; TRENDS; LIFE,Economics; Business & Economics,19,"This paper develops a satellite account for the US health sector and measures productivity growth in health care for the elderly population between 1999 and 2012. We measure the change in medical spending and health outcomes for a comprehensive set of 80 conditions. Medical care has positive productivity growth over the time period, with aggregate productivity growth of 1.5 percent per year. However, there is significant heterogeneity in productivity growth. Care for cardiovascular disease has had very high productivity growth. In contrast, care for people with musculoskeletal conditions has been costly but has not led to improved outcomes. (JEL E01, H51, I10)"
2022,Can You Move to Opportunity? Evidence from the Great Migration†,"Derenoncourt, E",RACIAL SEGREGATION; NEIGHBORHOODS; EXPOSURE; IMPACTS; CRIME,Economics; Business & Economics,116,"This paper shows that racial composition shocks during the Great Migration (1940-1970) reduced the gains from growing up in the northern United States for Black families and can explain 27 percent of the region's racial upward mobility gap today. I identify northern Black share increases by interacting pre -1940 Black migrants' location choices with predicted southern county out-migration. Locational changes, not negative selection of families, explain lower upward mobility, with persistent segregation and increased crime and policing as plausible mechanisms. The case of the Great Migration provides a more nuanced view of moving to opportunity when destination reactions are taken into account. (JEL H75, H76, J15, J62, K42, N32, R23)"
